,reviews,sentiment,int_category
10261,savage is my current guilty pleasure 😂,strongly positive,1.0
10262,savage x keith sweat dropping soon 😂,strongly positive,1.0
10263,savages performance at that hawks game the least savage shit i ever seen 😂,strongly positive,1.0
10264,years of age n will has only just clocked which ones ant n which ones dec 😂,strongly positive,1.0
10265,years old and still at the dang kids table 😕,neutral,5.0
10266,ever had car sex  😂,strongly positive,1.0
10267,for  yards and  td’s 😂,strongly positive,1.0
10268,st century debates 😂,strongly positive,1.0
10269,by taylor swift has been about  people birthday caption 😂,strongly positive,1.0
10270,doesn’t feel much different let’s just celebrate like  😂,strongly positive,1.0
10271,followers tho 😂,strongly positive,1.0
10272,jump street never gets old no matter how many times i’ve seen it 😂,strongly positive,1.0
10273,years old and my mom still books all of my drs appointments and got me a massage for friday 😭 i’m blessed,negative,2.0
10274,to read the dms i sent to him 😭,negative,2.0
10275,lol at this shit team 😂 bulls,strongly positive,1.0
10276,scared 😂,strongly positive,1.0
10277,slots opened up in myclub taking full advantage of the  k to go from  including  discount 😂 t…,strongly positive,1.0
10278,is way better i’m so tired of being here 😭,negative,2.0
10279,is so close to  😭,negative,2.0
10280,on the st of august 😭,negative,2.0
10281,i think i solo summoned summer leo but i don’t rememberit usually doesn’t work out for me 😂 does it only co…,strongly positive,1.0
10282,see you soon and faster 😭,negative,2.0
10283,pm and my next door neighbouring pipo think this is the time to play loud music 😕,neutral,5.0
10284,still no follows y’all ain’t shit 😂,strongly positive,1.0
10285,and my mom is still gonna make my doctor apt for me 😂,strongly positive,1.0
10286,degrees thats just a normal day in sa id probably be wearing long pants and carry a jacket 😂,strongly positive,1.0
10287,hour should give me a free water bottle because i forgot mine at home 😭,negative,2.0
10288,hours from now ill be flying back home 😭,negative,2.0
10289,on the st of october 😭,negative,2.0
10290,i gotta text my nigga derek 😂,strongly positive,1.0
10291,s weight scale better not be playin games right now 😭,negative,2.0
10292,the best is always worth the wait adele,sarcasm,4.0
10293,an hour on thanksgiving 😭,negative,2.0
10294,by adele hits all the feels  worth the wait,sarcasm,4.0
10295,days of holiday per year lol 😡,strongly negtive,0.0
10296,is cool because your car insurance goes down 😂,strongly positive,1.0
10297,needs to hurry tf up because i’m struggling 😭,negative,2.0
10298,out of  lol 😂,strongly positive,1.0
10299,yo and i still cry over lilo  stitch’s “i’m lost” scene 😭,negative,2.0
10300,mood 😭,negative,2.0
10301,to be knocked out by a bush tucker trial hahahahaha howling 😭,negative,2.0
10302,days seems like forever away 😭,negative,2.0
10303,by paramore be having me in my feelings 😕,neutral,5.0
10304,days until i am reunited with jinkx again but i don’t know when the next time will be after that 😭,negative,2.0
10305,days until the twins are  i repeat  days until the twins are  😭 i cant be any prouder of them i love them so much,negative,2.0
10306,rounds of kettle corn is too much at one time 😂,strongly positive,1.0
10307,” inches back poppin 💇🏽‍♀️😂 alter ego coming out 😭,negative,2.0
10308,” inches back poppin 💇🏽‍♀️😂 alter ego coming out 😭,strongly positive,1.0
10309,more days until i graduate cannot wait to move on with my life and leave iup behind 😂,strongly positive,1.0
10310,and the rd quarter is almost done 😭 my boys are perfect,negative,2.0
10311,to go 😭,negative,2.0
10312,giants still suck 😂,strongly positive,1.0
10313,good for ya’ll 😂,strongly positive,1.0
10314,more days 😭,negative,2.0
10315,characters got y’all eerily specific 😂,strongly positive,1.0
10316,characters is not really enough 😂 yearsof,strongly positive,1.0
10317,days yall 😭,negative,2.0
10318,days until jer comes home and i might die of excitement 😭,negative,2.0
10319,more days till i’m back home 😭,negative,2.0
10320,fav artwork uhh that’s a hard question i think summer robin she’s so cute 😭 but i like gordin a lot…,negative,2.0
10321,bridelia and summerrobin look pretty cute 😭,negative,2.0
10322,chainz say he mr pay ya rent i need me one 😂,strongly positive,1.0
10323,dn outfield after so long since bmt 😭,negative,2.0
10324,dn tribute to kim joo hyuk made me cry 😭,negative,2.0
10325,hours left road to off campus muna 😂,strongly positive,1.0
10326,k animations irl video 😭,negative,2.0
10327,k be fuckin cheating dawg 😂,strongly positive,1.0
10328,k bring out a nigga true colors 😂,strongly positive,1.0
10329,k commentators are no better 😂,strongly positive,1.0
10330,k doesnt know how to fix something without out breaking something 😡,strongly negtive,0.0
10331,k we lost a lot of great ppl but here we are still stuck with the asshole 😡,strongly negtive,0.0
10332,min left 😭,negative,2.0
10333,mins in  lavar ball is already cuttin up in this cnn interview 😂,strongly positive,1.0
10334,month checkup and shots 😭 today dr said he’d probably be a little extra fussy tonight and he’s been looking,negative,2.0
10335,nd and  and brady only needed one play to get the first down 😭,negative,2.0
10336,nd behind me 😂,strongly positive,1.0
10337,nd day in a row feeling like shit i just wanna feel better 😭 lmfao,negative,2.0
10338,nd day of tbrtakedown charmed life was getting on my nerves so i had to dnf it i hope i have better luck with the next book 😕,neutral,5.0
10339,nd day of this temperature drop and i cant deal i need at least  degrees 😭,negative,2.0
10340,nd favorite video on the internet 😂,strongly positive,1.0
10341,nd lead syndrome 😭,negative,2.0
10342,nd new tire in  months 😂 all praises to the most high for being in a situation where i’m able to handle things like this,strongly positive,1.0
10343,nd party 😂 happy birthday kiddo🎈,strongly positive,1.0
10344,nd pic lmao 😂,strongly positive,1.0
10345,nd picture is even a meme 😂,strongly positive,1.0
10346,nd sem na next week putcha 😭,negative,2.0
10347,nd sem please be good to me 😂,strongly positive,1.0
10348,nd time i got rear ended by a puerto rican with fake insurance 😡,strongly negtive,0.0
10349,nd to the last act 😂 waiting game is on,strongly positive,1.0
10350,nedeservedbetter 😭,negative,2.0
10351,oomf told me this before 😂,strongly positive,1.0
10352,hours left 😭 almost there 👌🏾 close my head is pounding,negative,2.0
10353,more hours 😭,negative,2.0
10354,absences over here and they kick you out of the course 😭,negative,2.0
10355,and  out for me 😂 because i listen to no one and i’m always complaining,strongly positive,1.0
10356,and half months later and still in agony with shoulder 😭,negative,2.0
10357,assignment due this weeks  assignment due next week 😂,strongly positive,1.0
10358,asts shy from being the mvp right 😂,strongly positive,1.0
10359,carries for  yards let somebody that impacted the game talk that junk 😂,strongly positive,1.0
10360,cup pong games going 😂 that’s how bored i am,strongly positive,1.0
10361,day thanksgiving week body cleanse i need room on thursday 😂,strongly positive,1.0
10362,days and  night na 😂,strongly positive,1.0
10363,days before elyxion waa i cant wait for the performance and set list 😭  exo 엑소,negative,2.0
10364,days later and im still laughing at this pinches sin vergüenzas 😂 bitchesaintshit,strongly positive,1.0
10365,days until formal and i’m already starting to think my dress is ugly and my makeup is gonna be trash 😭,negative,2.0
10366,episodes down on rick and morty 😂,strongly positive,1.0
10367,fajitas was too many 😂,strongly positive,1.0
10368,for  now 😢 😂 survivorseries,strongly positive,1.0
10369,fucken days till i go back to california  lord dont let me do some dumb shit  i wish to go home where i can be happy with my mom 😩,sarcasm,4.0
10370,games in  weekend courage 😂,strongly positive,1.0
10371,girls  days  suicide contemplations 😂,strongly positive,1.0
10372,hours till my birthday and im stuck babysitting and my family is no where to be found,sarcasm,4.0
10373,interceptions for tyrod all year   for peterman in a quarter and a half today 😂,strongly positive,1.0
10374,interceptions in the first quarter 😂 who thought it was a good idea to bench tyrod taylor,strongly positive,1.0
10375,jobs just to buy a range rover 😂,strongly positive,1.0
10376,ls i’m just racking the losses up at this point 😭,negative,2.0
10377,mfs were just shot and killed literally  houses down from me 😕 that’s crazyy,neutral,5.0
10378,million views  why 😂 😂 😂,strongly positive,1.0
10379,minutes in the stand definitely paid off 😂,strongly positive,1.0
10380,minutes left and i am freaking out 😭 amas,negative,2.0
10381,minutos wey niall debe ganar 😭 i’m voting for  as new artist of the year presented by tmobile at the amas,negative,2.0
10382,months ago i️ was at my lowest so i️ appreciate when people see that i’m finally doing good again 😭,negative,2.0
10383,months na katm thank you sa free mb  😂,strongly positive,1.0
10384,months with out my brother already 💔👼🏽 😕,neutral,5.0
10385,months without seeing my guy bff and istg he decided to spoils me 😭,negative,2.0
10386,more days  i’ll know if you’re a boy or a girl ❤️❤️❤️❤️ look at its little foot i’m cryinggf 😭,negative,2.0
10387,more days  i’ll know if you’re a boy or a girl ❤️❤️❤️❤️ look at its little foot i’m cryinggf 😭,strongly positive,1.0
10388,more days and i get to go home 😭 i’m so excited,negative,2.0
10389,more days till i meet  one of my icons 😭,negative,2.0
10390,more pm shift to go and  days vl 😂,strongly positive,1.0
10391,more semesters 😂 please hurry,strongly positive,1.0
10392,more weeks after this week 😭,negative,2.0
10393,more weeks until winter break and then it’s spring semester and tatem will be back 😭,negative,2.0
10394,oclock nap time is serious 😭,negative,2.0
10395,owners lol 😂,strongly positive,1.0
10396,picks in first quarter yeah here come tyrod 😂,strongly positive,1.0
10397,picks 😂,strongly positive,1.0
10398,pikins in yrs and more to come i swear wizkid is the nigerian version of fetty wap 😂,strongly positive,1.0
10399,plays for  yards from tha giants 😭,negative,2.0
10400,projects left until the first semester ends 😭,negative,2.0
10401,seahawks dropped that pic 😭,negative,2.0
10402,seasons of  in  days i’m an emotional wreck but roll on season  😂,strongly positive,1.0
10403,straight games i’m bout to die 😂,strongly positive,1.0
10404,tweets in a row that explain me rn “cross faded” “i need food”  “why am i like this” lmfao i said true after every one 😂,strongly positive,1.0
10405,way tie between cornbread dressing  potato salad  macaroni    whats your fav holiday dish that youre looking forward to,positive,3.0
10406,years ago my snake died  i still don’t think i’ve recovered 😭,negative,2.0
10407,years ago i regret cutting my hair short 😭 and now i don’t have the patience to let it grow out,negative,2.0
10408,years and  pops later i need more shelf space 😂 expressyourshelfie contest,strongly positive,1.0
10409,years and we will be at disney for ashers birthday 😂,strongly positive,1.0
10410,years later and i still start crying if i think about her for too long 😭,negative,2.0
10411,years later i still laugh at this 😭 repeatedly,negative,2.0
10412,yo needs a poo 💩  it’s keeping him awake 😂 parenting,strongly positive,1.0
10413,it took me a good minute to warm up to kanan tbh  she used to b my th fave but now  she’s shot up to one of my best girls 😭,negative,2.0
10414,dirty diana mj way of saying dont trust thots 😂,strongly positive,1.0
10415,i like to stay home all the damn time 😭,negative,2.0
10416,last text sent 😂,strongly positive,1.0
10417,my dance teacherboss 😂,strongly positive,1.0
10418,the inside jokes 😂,strongly positive,1.0
10419,when tf did jaden smith get so old lmao 😂,strongly positive,1.0
10420,you have never even been blessed w my presence some of y’all are so messed up 😂,strongly positive,1.0
10421,thought id be prothug how wrong they were 😡  days off uni it was sad but v educational 😝😩,strongly negtive,0.0
10422,is not the time for you to drive up to my shack with your loud truck 😡 gtfo,strongly negtive,0.0
10423,pm till midnight  save me 😭,negative,2.0
10424,😂  and headphones,strongly positive,1.0
10425,• y’all boys had a good year fool but you cocky asf 😂,strongly positive,1.0
10426,dogs who thought they were guard dog material — it turns out they are not 😂,strongly positive,1.0
10427,dogs who thought they were guard dog material — it turns out they are not 😂,strongly positive,1.0
10428,is so close 😂  yearsi’m gonna own that shit and switch my style and attitude to this 😂,strongly positive,1.0
10429,min till duty starts but im still waiting haha 😭,negative,2.0
10430,minutes left another patient better not walk in 😭 i’m ready to go,negative,2.0
10431,minutes omg its almost am here i showered already and getting ready to go to the campus for wifi my data wont suffice 😭,negative,2.0
10432,minutes til  am i’m never getting my normal sleeping hours back 😕,neutral,5.0
10433,minutes till the red carpet 😭,negative,2.0
10434,more mins and i can run away from this office it’s so weird to have  hour days though 😂,strongly positive,1.0
10435,more minutes and i’ll be free 😭,negative,2.0
10436,more minutes then i’m off and i can sleep until wednesday morning 😭,negative,2.0
10437,palermo no chance in scoring should of had a penalty first half aswell 😡,strongly negtive,0.0
10438,points we got em right where we want em 😂,strongly positive,1.0
10439,push ups done😁 lez do another  tomorrow 😂,strongly positive,1.0
10440,seconds in and  have got me chuckling away 😂 imacelebrity imacelebrity,strongly positive,1.0
10441,seconds in to this years first bush tucker trial and i can already tell amir is going to be doing every single one of them 😂,strongly positive,1.0
10442,to zip lol i’d be swinging too 😂,strongly positive,1.0
10443,off kevin aucoin sensual skin enhancer only £ ffs 😭,negative,2.0
10444,fake glasses annoy be but only because i’ve had to go through having real ones 😂,strongly positive,1.0
10445,likes are you kidding 😂,strongly positive,1.0
10446,man what the 🤬 goin on 😡,strongly negtive,0.0
10447,years on earth and even jonn hasnt caught onto millennial colloquialisms 😂 supergirl,strongly positive,1.0
10448,for tax is annoying 😂,strongly positive,1.0
10449,more days yall pray that i make it 😂,strongly positive,1.0
10450,i didn’t feel like doing anything 😂,strongly positive,1.0
10451,just zelda but im returning the wii u i barrowed soon cause ive had it for like  years now i guess its been enough 😂,strongly positive,1.0
10452,holmes aint no excuses dese niggas sorry as shit 😡,strongly negtive,0.0
10453,days to goo 🤗 good morning 😂,strongly positive,1.0
10454,grey hairs for  years of age 😂 itsokbabe youstillookgood loveyouoldman 😘😍😂💖,strongly positive,1.0
10455,votes and not a single one for fried lmao south carolinians are wack 😂,strongly positive,1.0
10456,units this second semester 😭,negative,2.0
10457,ft high thats like what   😂 imaceleb,strongly positive,1.0
10458,likes more please help help help im gonna go to school i cant checked it later 😭,negative,2.0
10459,points lol tyrod not the problem 😂,strongly positive,1.0
10460,ml losing by  😂 trannies  goshockers,strongly positive,1.0
10461,– let’s go 😂,strongly positive,1.0
10462,aml lmodt   year wllahy 😂,strongly positive,1.0
10463,ating chicken curry in this bitch 😂,strongly positive,1.0
10464,billion catches in  days seems like a farfetchd target 😂 pokemongo,strongly positive,1.0
10465,kraa he never for come first 😂,strongly positive,1.0
10466,rd and  and you’re going to run the ball into a shit ton of people i don’t understand 😡,strongly negtive,0.0
10467,rd and  and the raiders jump 😂,strongly positive,1.0
10468,rd day with no power 🙁 charged my phone in the car so go  😂 hope the power gets restored some time this week 😐,strongly positive,1.0
10469,rd favourite skirt 😂 corrie,strongly positive,1.0
10470,rd l in a row 😂,strongly positive,1.0
10471,rd match down knowing west ham 😂,strongly positive,1.0
10472,rd one from the left is going to happen again 😂,strongly positive,1.0
10473,th is such a mood 😂,strongly positive,1.0
10474,x is probably gonna kill me 😭,negative,2.0
10475,yrs be leozl dato adrales 😂 imissyou 😘,strongly positive,1.0
10476,bestfriends  all young  beautiful  hard working  women  my mf dawgs,sarcasm,4.0
10477,blog posts up and my fingers are dead from typing 😂,strongly positive,1.0
10478,bundles  a closure tho so fuck em we ball 😂,strongly positive,1.0
10479,chapters down  to go 😭🤦🏼‍♀️ procrastination is never a good thing in nursing school 😭,negative,2.0
10480,days of getting litty in a row  my brain is deep fried dead 😭  can’t be over fast enough i need to hibernate,negative,2.0
10481,days til thanksgiving and i have nothing to wear to the living room 😭,negative,2.0
10482,days to go before camp 😭,negative,2.0
10483,days until pay day 💰🙌🏼 it’s not coming fast enough 😕,neutral,5.0
10484,girls currently have a crush on me and i dont like any of them like that 😕,neutral,5.0
10485,hour wait at ae i’ll pass thanks 😂,strongly positive,1.0
10486,in a half 😂,strongly positive,1.0
10487,job interviews tomorrow wish me luck 😂,strongly positive,1.0
10488,likes on my shit youtube vid wow shout out to the people who care about my pointless shit 😂,strongly positive,1.0
10489,minutes from my house to taft hahaha can it always be like this 😭,negative,2.0
10490,months too long 😂,strongly positive,1.0
10491,more days before payday  cant wait,sarcasm,4.0
10492,more days until my birthday 😭,negative,2.0
10493,more hours of work 😭,negative,2.0
10494,more loonngg days to weekend 😭,negative,2.0
10495,nutmegs in that goal 😂,strongly positive,1.0
10496,pairs left one of yall win so i can at least live vicariously thru you 😭,negative,2.0
10497,people already 😡 because my car is to loud not even my neighbors,strongly negtive,0.0
10498,people voted in my poll one for each driver 😂,strongly positive,1.0
10499,picks already jesus throw tyrod in already 😂,strongly positive,1.0
10500,picks in  min 😂,strongly positive,1.0
10501,picks on  passes send peterman to china 😭,negative,2.0
10502,wants to sign her dad up for “grownup practicing tricks yoyo practice” 😂,strongly positive,1.0
10503,weeks in   a stone down 🙌🏽 tough session tonight though  never tell your pt you had a dominoes friday night  😂,strongly positive,1.0
10504,weeks to go and it feels like  more years 😕,neutral,5.0
10505,weird dreams same person but different scenarios cant remember what happened exactly sad 😕,neutral,5.0
10506,woods deep on an empty stomach and then les and ash hand me some four lokos 😭,negative,2.0
10507,years ago i was at my bgt audition jeez how things go 😂,strongly positive,1.0
10508,years later  nothing changed 😭,negative,2.0
10509,there is  aj 😂,strongly positive,1.0
10510,trying to pick good questions 😭,negative,2.0
10511,xmas lists and random ones by my brother 😂,strongly positive,1.0
10512,billion 😂 magic money tree strikes again,strongly positive,1.0
10513,is not just  that makes me the md or ceo 😂,strongly positive,1.0
10514,marlboro reds just cost me  😭 im never coming hame,negative,2.0
10515,mins left 😭,negative,2.0
10516,😂 get that man outta there,strongly positive,1.0
10517,mins and i finally found a good quality stream 😕,neutral,5.0
10518,degrees right now  i been sick since other night  think time to move south again sis  not happy,positive,3.0
10519,degrees right now  i been sick since other night  think time to move south again sis  not happy,sarcasm,4.0
10520,hours from now starts my  day weekend it can’t come soon enough 😭,negative,2.0
10521,what was your myspace name 😂,strongly positive,1.0
10522,woody goes for two because he couldn’t go for three 😂,strongly positive,1.0
10523,game winning streak lmao 😂,strongly positive,1.0
10524,kvisuals just got caught doing mph in a mph zone i talked to the cop and he let us off heisnowsubscribed 😂,strongly positive,1.0
10525,pm thoughts and its raining 😭,negative,2.0
10526,th grade was a year 😭,negative,2.0
10527,th of july 😭,negative,2.0
10528,below 😂,strongly positive,1.0
10529,courses   guests later dessert served at  😂,strongly positive,1.0
10530,days and i am not excited 😕,neutral,5.0
10531,days orientation=  days vacation from the lab 😂,strongly positive,1.0
10532,days ra klase  before break oy 😂,strongly positive,1.0
10533,days 😭,negative,2.0
10534,episodes of rwby season  is now out and i have yet to watch one due to me being too busy 😭,negative,2.0
10535,free votes cast for amir  😂,strongly positive,1.0
10536,fucking lunatic tannekill lovers just today 😂,strongly positive,1.0
10537,graduation tickets aint enough mann 😭,negative,2.0
10538,hours later i knew it wasn’t what i wanted 😂,strongly positive,1.0
10539,in the first half lmao  but tyrod taylor on the bench 😂,strongly positive,1.0
10540,in the first half 😂,strongly positive,1.0
10541,interceptions for the rookie in the first half 😂 just put tyrod taylor back in,strongly positive,1.0
10542,interceptions in one half 😂,strongly positive,1.0
10543,interceptions in the first half of your nfl debut imagine that 😭,negative,2.0
10544,interceptions in the first half thats just ridiculous 😂,strongly positive,1.0
10545,interceptions in the first half 😂,strongly positive,1.0
10546,interceptions in the first half 😂,strongly positive,1.0
10547,interceptions now for peterman 😂,strongly positive,1.0
10548,interceptions 😂 chargers are goin to win so just leave him in now i wanna see a record number today,strongly positive,1.0
10549,interceptions 😂 thank you sincerely the chargers defense and my fantasy team 👏🏻,strongly positive,1.0
10550,interceptions not even the nd half yet 😂,strongly positive,1.0
10551,interceptions and it’s still the first half 😂,strongly positive,1.0
10552,ints and it’s not even half 😂,strongly positive,1.0
10553,ints in one half 😭,negative,2.0
10554,ints this boy sucks 😂,strongly positive,1.0
10555,lab reports in  night 😂,strongly positive,1.0
10556,man commentary teamwhat could possibly go wrong 😂 survivorseries,strongly positive,1.0
10557,mins before nike hands me my rd l 😭,negative,2.0
10558,mins exercise to start this tues vibes 😂,strongly positive,1.0
10559,mins in justice league eh 😕,neutral,5.0
10560,months ago since the docks meet up 😭,negative,2.0
10561,months of lovin this incredible human 💗💗💗 please stop growing so fast oakley mae 😭,negative,2.0
10562,more days to book out 😭,negative,2.0
10563,more min till lavar is on cnn preaching 😂,strongly positive,1.0
10564,more months of school longestprogramever 😂,strongly positive,1.0
10565,picks in a half 😂,strongly positive,1.0
10566,picks in one half 😂,strongly positive,1.0
10567,picks in the st half 😂,strongly positive,1.0
10568,picks in the first half lmfaoo 😂,strongly positive,1.0
10569,picks in the first half 😂,strongly positive,1.0
10570,picks 😂 what a turd,strongly positive,1.0
10571,picks this tweet is accurate sorry ass bills 😂,strongly positive,1.0
10572,shots of tequila later 😭,negative,2.0
10573,too many cups for one night 🤦🏾‍♀️ but that jay hit it off 😂,strongly positive,1.0
10574,votes cast for amir to do the next trial 😂 🦀😂🕷😂🐛😂🦂😂 iacgmooh,strongly positive,1.0
10575,votes done for jennie to do the first bushtucker trial 😂 imaceleb,strongly positive,1.0
10576,votes for  😂 imaceleb,strongly positive,1.0
10577,votes for amir for the next trial 😂,strongly positive,1.0
10578,weeks into the strike now they wanna decide to end it its just setting us up for failure 😡,strongly negtive,0.0
10579,year olds are more mature 😂,strongly positive,1.0
10580,years  where is time going 😭,negative,2.0
10581,years ago most people rejected what i had to offer 😂,strongly positive,1.0
10582,years ago today 😭 still had my old old glasses,negative,2.0
10583,years does alot 😂 bitch i even got lighter 😂😂😂,strongly positive,1.0
10584,years later and it still says syde 😂,strongly positive,1.0
10585,years old i still do this and im  😂,strongly positive,1.0
10586,yrs from now bwahaha 😂,strongly positive,1.0
10587,sounds like a madden game on pro 😂,strongly positive,1.0
10588,i actually liked the first season of infinite stratos for a while sadly 😂,strongly positive,1.0
10589,st half ints 😂,strongly positive,1.0
10590,dog or cats cats of course 😂,strongly positive,1.0
10591,the extra sound effects 😂,strongly positive,1.0
10592,hahaha mahal kita infinity 😂 only wattpaders  knows,strongly positive,1.0
10593,am and im already here sa school am first class ko so anuna 😂,strongly positive,1.0
10594,am thankyou online ka 😂,strongly positive,1.0
10595,five five what the actual fuck if i’m tyrod i’m telling the hc i’m good over here on this bench with my reduced pay cheque 😂,strongly positive,1.0
10596,cent still thinks its a movie 😂 😂 😂,strongly positive,1.0
10597,days until my birthday meaning  days until my exam 😭,negative,2.0
10598,for an alevel book is cheap 😭,negative,2.0
10599,miles  feeling like  years 😭 heavenandearth outlander,negative,2.0
10600,minutes on the bus and i’ve made it from parnell street to j balbriggan 😭,negative,2.0
10601,of my playing is screaming 😂,strongly positive,1.0
10602,off but ima still end up paying like  for em 😭,negative,2.0
10603,rap  rb  gospel 😭,negative,2.0
10604,sometimes it’s good to take advice from twitter but the other time trust your own judgment 😂,strongly positive,1.0
10605,she getting a fade 😂,strongly positive,1.0
10606,😂😂😂 don’t do’em like that that’s a bantam boys’ time 😂,strongly positive,1.0
10607,for flight and hotel is my homesickness really worth all that money 😭,negative,2.0
10608,done with this day 😕,neutral,5.0
10609,vision beybeh 😂,strongly positive,1.0
10610,for shoplifting  whats your benchmark for money laundering  😂,strongly positive,1.0
10611,but blanc 😕,neutral,5.0
10612,secs 😂,strongly positive,1.0
10613,am traffic at marcos highway wtf 😡,strongly negtive,0.0
10614,you really my young boy b 😂,strongly positive,1.0
10615,you gone mofo 😡 dayfiance,strongly negtive,0.0
10616,your avatar says enk rweesh geddan we your tweets too 😂 bhesak ayesh fe hezar bas yny mrfsh leeh,strongly positive,1.0
10617,gb 💯🙌 okay gawa muna assignment 😂,strongly positive,1.0
10618,days  party in the usa 🇸 not,sarcasm,4.0
10619,mb out of gb down i’m so close 😂,strongly positive,1.0
10620,seeds praying they get pcb 😂,strongly positive,1.0
10621,of buzzfeed readers are serial killers 😕,neutral,5.0
10622,increase yall mf can you count that 😂 😂 gocanes 🙌🏿,strongly positive,1.0
10623,ay gonna make me one too yeaa i knew they loved me 😂,strongly positive,1.0
10624,am is not a good time to be awake neither hungry 😭,negative,2.0
10625,am start tomorrow = spare room tonight 😕,neutral,5.0
10626,h and pitbull together well this should be interesting 😂,strongly positive,1.0
10627,h went viral because of that old ass video lmfao legends 😭,negative,2.0
10628,hrs sleep is so kulang 😭,negative,2.0
10629,lek keda shwya 😂,strongly positive,1.0
10630,pm sunsets suck 😭 i cant wait to hawaii aka someplace warm and liveable winterhater,negative,2.0
10631,th int of the half 😂 bills deserve that,strongly positive,1.0
10632,am  how is there traffic already   😢🚗 do not like traffic,sarcasm,4.0
10633,hours later im finally home now another hour drive to the hospital  😭,negative,2.0
10634,days without my planner was a killer 😭,negative,2.0
10635,days i can do this 😂,strongly positive,1.0
10636,hours and i have  sentences this is gonna be fun 😂,strongly positive,1.0
10637,idk what i’m doing anymore 😂,strongly positive,1.0
10638,idk why im doing yours you never do mine lol but your snapchats would forever have me laughing 😂,strongly positive,1.0
10639,l’s before pm 😂,strongly positive,1.0
10640,members aint much bro 😂,strongly positive,1.0
10641,million “that was a lot back then” aye ok u ahmir its pennys now 😂,strongly positive,1.0
10642,months ago i lost my baby boy  the most precious thing in my life was stolen from me heartbroken 😭,sarcasm,4.0
10643,months and  days ill be  😂,strongly positive,1.0
10644,more days till im due just a little bit longer till i can drink coffee and eat sushi again 😂,strongly positive,1.0
10645,more days to go and you will be back im my arms 😭,negative,2.0
10646,more years til im  its all long 😭,negative,2.0
10647,o’clizock come onn baby im ready to gz’o 😭,negative,2.0
10648,o’clock in the winter feels like  o’clock 😭,negative,2.0
10649,of the best impressionists on britains got talent  americas got talent something to make you laugh 😂,strongly positive,1.0
10650,tv screens in the jfk sky lounge  news channels cnn and fox side by side 😉 and  sport channels this is a different world 😕,neutral,5.0
10651,way phone calls 😂,strongly positive,1.0
10652,😂 i’m really a loyal whore,strongly positive,1.0
10653,he read the wrong speech 😂,strongly positive,1.0
10654,truth i spent my writing time sleeping 😭,negative,2.0
10655,when theon burnt two innocent boys alive 😕,neutral,5.0
10656,paazura and marthcina i shipped them as a joke and now it’s gotten serious 😂,strongly positive,1.0
10657,is just the sound track to my life right now and it’s so depressing lool 😂,strongly positive,1.0
10658,am going to helli mean school 😂,strongly positive,1.0
10659,and i am ready for bed 😕,neutral,5.0
10660,whats your plan ced 😂,strongly positive,1.0
10661,pm 😂 i️ waited way to long to not remember the time 😂😂,strongly positive,1.0
10662,aabot ba sa first sub 😂,strongly positive,1.0
10663,’ is “abnormally tall” 😂,strongly positive,1.0
10664,hour week my body is feeling it 😭,negative,2.0
10665,min fasted cardio snacks prepped laundry hung jeeze why am i so tired 😭,negative,2.0
10666,percent of our office conversations are linked to horoscopes to justify everything 😂,strongly positive,1.0
10667,in  hours 😭,negative,2.0
10668,nd elite reset and nd time i get to pro this bum 😂 mynbak,strongly positive,1.0
10669,degrees outside  i think it’s so damn cold 😭,negative,2.0
10670,days until i️m  😭,negative,2.0
10671,hrs left and i’m already fucked 😭,negative,2.0
10672,hrs of sleep kinda legit though 😂,strongly positive,1.0
10673,way phone calls 😂,strongly positive,1.0
10674,years n gaw 😂,strongly positive,1.0
10675,am ang meet up 😭,negative,2.0
10676,am class and hey i just woke up 😂,strongly positive,1.0
10677,billion people in the world  you think i need you lol naah 😂 you wish thoo 👊,strongly positive,1.0
10678,deadly sins of programming  😂 hilarious but true,strongly positive,1.0
10679,for  repackage omg i havent receive my  for  album 😂,strongly positive,1.0
10680,games straight we cant let redskin stop that 😂,strongly positive,1.0
10681,members in bts = a bias for every day of the week 😂,strongly positive,1.0
10682,min freestyle  savage really get me lit lol especially because i know the words 😂,strongly positive,1.0
10683,minutes jesus why am i so nervous for a red carpet 😂 amas,strongly positive,1.0
10684,months without you dad 😔 i miss you so much my guardian angel ❤️👼🏻,strongly positive,1.0
10685,o’clock need to hurry up 😡,strongly negtive,0.0
10686,to  is real 😭,negative,2.0
10687,wings for   😂 i be finding food places with deals on the random you hear me,strongly positive,1.0
10688,year difference 😂 thank god for eyebrows 👌🏻,strongly positive,1.0
10689,years ago  awes growing up way too fast 😭,negative,2.0
10690,years and it still feels like yesterday 😭,negative,2.0
10691,years for monel but  months for kara 😭 karamel,negative,2.0
10692,shipping 😭 imma work hard make money and shop,negative,2.0
10693,she leans into your personal space and whispers softly i want your diick 😂,strongly positive,1.0
10694,the break 😂,strongly positive,1.0
10695,years of relationship dating what in gods name are you guys doing 😂,strongly positive,1.0
10696,my ass is in bed 😂 not complaining tho,strongly positive,1.0
10697,yung class namin hanep  hour and  mins late 😂,strongly positive,1.0
10698,am class every mon  tues 😭,negative,2.0
10699,am classes should be illegal 😭,negative,2.0
10700,’ shooter 😂,strongly positive,1.0
10701,questions with shane dawson | vogue parody  via  funniest person to walk the earth i legit love him 😭,negative,2.0
10702,😭 the jags really on it,negative,2.0
